src,tgt,pair,ID,model,best,position,dataset
"Vorgestern kam der Medikus hier aus der Stadt hinaus zum Amtmann und fand mich auf der Erde unter Lottens Kindern, wie einige auf mir herumkrabbelten, andere mich neckten, und wie ich sie kitzelte und ein großes Geschrei mit ihnen erregte. Der Doktor, der eine sehr dogmatische Drahtpuppe ist, unterm Reden seine Manschetten in Falten legt und einen Kräusel ohne Ende herauszupft, fand dieses unter der Würde eines gescheiten Menschen; das merkte ich an seiner Nase. Ich ließ mich aber in nichts stören, ließ ihn sehr vernünftige Sachen abhandeln und baute den Kindern ihre Kartenhäuser wieder, die sie zerschlagen hatten. Auch ging er darauf in der Stadt herum und beklagte, des Amtmanns Kinder wären so schon ungezogen genug, der Werther verderbe sie nun völlig.","The day before yesterday the doctor from our town came out to the lodge and found me on the floor with several of Lotte’s children on top of me, the rest teasing me. He saw me tickling them and succeeding generally in creating an uproar. The doctor is a dogmatic puppet, constantly repleating his cuffs as he talks and pulling out a loose thread here and there. Of course, he found my behavior undignified for a man of my intellect. I could tell by the way he turned up his nose at the whole thing. I didn’t let it bother me, but as he went about his more sensible business, I rebuilt the children’s house of cards, which they had toppled; whereupon he went about town telling everyone that the magistrate’s children had always been wild, but now Werther was ruining them completely.",de-en,de-en-hum_gpt3-Thedaybe-Thedoctor-Vorgestern,human,text1,text1,PAR3-annotated
"So lobte er sich, hatte Freude an sich, hörte neugierig seinem Magen zu, der vor Hunger knurrte. Ein Stück Leid, ein Stück Elend hatte er nun, so fühlte er, in diesen letzten Zeiten und Tagen ganz und gar durchgekostet und ausgespien, bis zur Verzweiflung und bis zum Tode ausgefressen. So war es gut. Lange noch hätte er bei Kamaswami bleiben können, Geld erwerben, Geld vergeuden, seinen Bauch mästen und seine Seele verdursten lassen, lange noch hätte er in dieser sanften, wohlgepolsterten Hölle wohnen können, wäre dies nicht gekommen: der Augenblick der vollkommenen Trostlosigkeit und Verzweiflung, jener äußerste Augenblick, da er über dem strömenden Wasser hing und bereit war, sich zu vernichten. Dass er diese Verzweiflung, diesen tiefsten Ekel gefühlt hatte, und dass er ihm nicht erlegen war, dass der Vogel, die frohe Quelle und Stimme in ihm doch noch lebendig war, darüber fühlte er diese Freude, darüber lachte er, darüber strahlte sein Gesicht unter den ergrauten Haaren.","He praised himself, rejoiced in himself, listened with curiosity to his stomach, which was growling with hunger. He had, he felt, in these last days and hours, completely tasted and spat out a piece of suffering, a piece of misery. That was good. He could have stayed on with Kamaswami, earned money, squandered money, fattened his belly and starved his soul, he could have lived in this gentle, well-cushioned hell for a long time yet, if this had not happened: the moment of utter hopelessness and despair, that extreme moment when he hung over the flowing water and was ready to destroy himself. That he had felt this despair, this deepest disgust, and that he had not succumbed to it, that the bird, the happy source and voice within him was still alive, he felt this joy over, he laughed about it, his face beamed with it, under the gray hair.",de-en,de-en-hum_gpt3-Hepraised-Hepraised-Solobtee,gpt3,text2,text1,PAR3-annotated
"Die Jahre gingen hin und keiner zählte sie. Da kamen einst Mönche gepilgert, Anhänger des Gotama, des Buddha, welche baten, sie über den Fluss zu setzen, und von ihnen erfuhren die Fährmänner, dass sie eiligst zu ihrem großen Lehrer zurück wanderten, denn es habe sich die Nachricht verbreitet, der Erhabene sei todkrank und werde bald seinen letzten Menschentod sterben, um zur Erlösung einzugehen. Nicht lange, so kam eine neue Schar Mönche gepilgert, und wieder eine, und sowohl die Mönche wie die meisten der übrigen Reisenden und Wanderer sprachen von nichts anderem als von Gotama und seinem nahen Tode. Und wie zu einem Kriegszug oder zur Krönung eines Königs von überall und allen Seiten her die Menschen strömen und sich gleich Ameisen in Scharen sammeln, so strömten sie, wie von einem Zauber gezogen, dahin, wo der große Buddha seinen Tod erwartete, wo das Ungeheure geschehen und der große Vollendete eines Weltalters zur Herrlichkeit eingehen sollte.","The years flowed away, and no one counted them. Then one day, some monks came pilgriming, followers of Gautama, the Buddha, and they asked to be ferried across the river. And from them the ferrymen learned that they were hurrying back to their great teacher, for the news was spreading that the Sublime One was mortally ill and would soon die his final human death in order to pass into redemption. Not long after that a new group of monks came pilgriming, and then another group, and both the monks and most of the other travelers and wanderers spoke of nothing but Gautama and his coming death. And just as people stream from everywhere and every place to a military expedition or to a royal coronation and gather in groups like ants, so too they streamed, as if drawn by magic, to where the great Buddha was awaiting his death, where the dreadful event was to occur and the great Perfect Man of an aeon was to pass into glory.",de-en,de-en-hum_gpt3-Theyears-Theyears-DieJahre,human,text1,text1,PAR3-annotated
"Und von Mal zu Mal ward sein Lächeln dem des Fährmanns ähnlicher, ward beinahe ebenso strahlend, beinahe ebenso von Glück durchglänzt, ebenso aus tausend kleinen Falten leuchtend, ebenso kindlich, ebenso greisenhaft. Viele Reisende, wenn sie die beiden Fährmänner sahen, hielten sie für Brüder. Oft saßen sie am Abend gemeinsam beim Ufer auf dem Baumstamm, schwiegen und hörten beide dem Wasser zu, welches für sie kein Wasser war, sondern die Stimme des Lebens, die Stimme des Seienden, des ewig Werdenden. Und es geschah zuweilen, dass beide beim Anhören des Flusses an dieselben Dinge dachten, an ein Gespräch von vorgestern, an einen ihrer Reisenden, dessen Gesicht und Schicksal sie beschäftigte, an den Tod, an ihre Kindheit, und dass sie beide im selben Augenblick, wenn der Fluss ihnen etwas Gutes gesagt hatte, einander anblickten, beide genau dasselbe denkend, beide beglückt über dieselbe Antwort auf dieselbe Frage.","And little by little, his smile grew more similar to the ferryman’s, became almost as radiant, almost as blissful, likewise shining from a thousand tiny creases, likewise a youngster’s, likewise an oldster’s. Many travelers who saw the two ferrymen thought they were brothers. On many evenings, they sat together at the tree trunk by the bank, silently listening to the water, which was no water for them, but the voice of life, the voice of Being, the voice of eternal Becoming. And there were moments when both, while hearing the river, thought of the same things, of a conversation from two days ago, of one of their passengers whose face and fate occupied their minds, of death, of their childhoods, and both of them in the same moment, when the river had said something good to them, looked at each other, both thinking the exact same thoughts, both blissful at this same answer to the same question.",de-en,de-en-hum_gpt3-Andlittle-Andfromt-UndvonMa,human,text1,text1,PAR3-annotated
"Es war unbedingt nötig, daß K. selbst eingriff. Gerade in Zuständen großer Müdigkeit, wie an diesem Wintervormittag, wo ihm alles willenlos durch den Kopf zog, war diese Überzeugung unabweisbar. Die Verachtung, die er früher für den Prozeß gehabt hatte, galt nicht mehr. Wäre er allein in der Welt gewesen, hätte er den Prozeß leicht mißachten können, wenn es allerdings auch sicher war, daß dann der Prozeß überhaupt nicht entstanden wäre. Jetzt aber hatte ihn der Onkel schon zum Advokaten gezogen, Familienrücksichten sprachen mit; seine Stellung war nicht mehr vollständig unabhängig von dem Verlauf des Prozesses, er selbst hatte unvorsichtigerweise mit einer gewissen unerklärlichen Genugtuung vor Bekannten den Prozeß erwähnt, andere hatten auf unbekannte Weise davon erfahren, das Verhältnis zu Fräulein Bürstner schien entsprechend dem Prozeß zu schwanken – kurz, er hatte kaum mehr die Wahl, den Prozeß anzunehmen oder abzulehnen, er stand mitten darin und mußte sich wehren. War er müde, dann war es schlimm.","It was absolutely necessary that K. intervene himself. In states of great exhaustion, like the one he was in that winter morning, when everything was running through his head without his willing it, this conviction was inescapable. The contempt he had once felt for the trial no longer applied. If he had been alone in the world, he could easily have ignored the trial, although it was certain that the trial would never have taken place. But now his uncle had already drawn him into the trial, family considerations were involved; his position was no longer independent of the course of the trial, he himself had carelessly mentioned the trial to acquaintances with a certain inexplicable satisfaction, others had learned of it in an unknown way, the relationship with Miss Bürstner seemed to be wavering in accordance with the course of the trial—in short, he no longer had the choice of accepting or rejecting the trial, he was right in the middle of it and had to defend himself. If he was tired, it was bad.",de-en,de-en-hum_gpt3-Itwasabs-Itwasabs-Eswarunb,gpt3,text2,text1,PAR3-annotated
"Joachims Überführung in die Heimat war beschlossene Sache, und Haus Berghof sorgte für alles, was dazu erforderlich war und sonst schicklich und stattlich schien, – Mutter und Vetter brauchten sich kaum zu regen. Am nächsten Tage, in seinem seidenen Manschettenhemd, Blumen auf der Decke, ruhend in matter Schneehelligkeit, war Joachim noch schöner geworden als unmittelbar nach dem Übertritt. Jede Spur der Anstrengung war nun aus seinem Gesicht gewichen; erkaltet, hatte es sich zu reinster, schweigender Form befestigt. Kurzes Gekräusel seines dunklen Haares fiel in die unbewegliche, gelbliche Stirn, die aus einem edlen, aber heiklen Stoff zwischen Wachs und Marmor gebildet schien, und in dem ebenfalls etwas gekrausten Bart wölbten die Lippen sich voll und stolz. Ein antiker Helm hätte diesem Haupte wohl angestanden, wie mehrere der Besucher meinten, die sich zum Abschiede einfanden.","Joachim’s return to his homeland was a settled matter, and the Berghof household took care of everything that was necessary and seemed fitting and proper—Mother and her cousin hardly had to stir. The next day, in his silk pajamas, with flowers on the coverlet, resting in the dull, snowy light, Joachim was even more beautiful than he had been immediately after the crossing. Every trace of the strain had now vanished from his face; it had cooled and hardened into pure, silent form. Short, dark curls fell over his immobile, yellowish forehead, which seemed to have been formed of a noble but delicate material between wax and marble, and his lips were full and proud in his beard, which was also somewhat curly. An antique helmet would have suited his head, several of the visitors said as they came to say good-bye.",de-en,de-en-hum_gpt3-Joachim’s-Itwasagr-JoachimsÜ,gpt3,text2,text1,PAR3-annotated
"Im Restaurant war es hell, elegant und gemütlich. Es lag gleich rechts an der Halle, den Konversationsräumen gegenüber, und wurde, wie Joachim erklärte, hauptsächlich von neu angekommenen, außer der Zeit speisenden Gästen, und von solchen, die Besuch hatten, benutzt. Aber auch Geburtstage und bevorstehende Abreisen wurden dort festlich begangen, sowie günstige Ergebnisse von Generaluntersuchungen. Manchmal gehe es hoch her im Restaurant, sagte Joachim; auch Champagner werde serviert. Jetzt saß niemand als eine einzelne etwa dreißigjährige Dame darin, die in einem Buche las, aber dabei vor sich hin summte und mit dem Mittelfinger der linken Hand immerfort leicht auf das Tischtuch klopfte. Als die jungen Leute sich niedergelassen hatten, wechselte sie den Platz, um ihnen den Rücken zuzuwenden. Sie sei menschenscheu, erklärte Joachim leise, und esse immer mit einem Buche im Restaurant. Man wollte wissen, daß sie schon als ganz junges Mädchen in Lungensanatorien eingetreten sei und seitdem nicht mehr in der Welt gelebt habe.","The restaurant was well lit, elegant, and comfortable. It was to the right of the lobby, directly across from the social rooms, and was used, as Joachim explained, primarily for new arrivals or residents who either had missed a regularly scheduled meal or had visitors. But birthdays or imminent departures were celebrated there, too, as were favorable results of a general checkup. Things could get very lively in the restaurant on occasion, Joachim said; they even served champagne. There was no one there now except one lady, perhaps thirty years old, sitting alone and reading—humming to herself the whole time while drumming softly on the tabletop with the middle finger of her left hand. When the young gentlemen had seated themselves, she changed places, so that her back was to them now. She was standoffish, Joachim explained in a low voice, and always ate in the restaurant with just her book. Rumor had it that she had entered a tuberculosis sanatorium as a very young girl and had never lived in the outside world since.",de-en,de-en-hum_gpt3-Therestau-Therestau-ImRestaur,human,text1,text1,PAR3-annotated
"Das Wort brauchte einige Zeit, bis es ihm ins Bewußtsein drang. Dann fuhr er auf, wirr um sich blickend, wie ein aus dem Schlaf Gestörter. Ihr Gespräch war ziemlich langsam vonstatten gegangen, da Hans Castorp das Französische schwerfällig und wie in zögerndem Sinnen sprach. Das Klavier, das kurze Zeit {512}geschwiegen hatte, tönte wieder, nunmehr unter den Händen des Mannheimers, der den Slawenjüngling abgelöst und Noten aufgelegt hatte. Fräulein Engelhart saß bei ihm und blätterte um. Der Ball hatte sich gelichtet. Eine größere Anzahl der Pensionäre schien horizontale Lage eingenommen zu haben. Vor ihnen saß niemand mehr. Im Lesezimmer spielte man Karten.","It took a moment for the word to penetrate his consciousness. Then he started up, looking around in confusion, like someone roused from sleep. Their conversation had proceeded slowly, since Hans Castorp spoke French with difficulty and in a halting manner. The piano, which had been silent for a while, now sounded again, now in the hands of the man from Mannheim, who had relieved the Slavic youth and was playing from a music sheet. Fräulein Engelhart sat with him and turned the pages. The ball had thinned out. A larger number of the guests had apparently retired to horizontal positions. No one sat in front of them. In the reading room they were playing cards.",de-en,de-en-hum_gpt3-Ittooka-Ittooka-DasWortb,gpt3,text2,text1,PAR3-annotated
"Er bat Herrn Doktor Fuchstaler, die Ambulanz zu leiten, und mußte sich gestehen, daß er lieber hier geblieben als auf den Galitzinberg gefahren wäre. Und doch, es mußte sein. Nicht nur sich allein gegenüber war er verpflichtet, der Sache weiter nachzugehen; noch allerlei anderes gab es heute zu erledigen. Und so entschloß er sich für alle Fälle, Herrn Doktor Fuchstaler auch mit der Abendvisite zu betrauen. Das junge Mädchen mit dem verdächtigen Spitzenkatarrh dort im letzten Bett lächelte ihm zu. Es war dieselbe, die neulich bei Gelegenheit einer Untersuchung ihre Brüste so zutraulich an seine Wange gepreßt hatte. Fridolin erwiderte ihren Blick ungnädig und wandte sich stirnrunzelnd ab. Eine wie die andere, dachte er mit Bitterkeit, und Albertine ist wie sie alle – sie ist die Schlimmste von allen. Ich werde mich von ihr trennen. Es kann nie wieder gut werden.","He asked Dr Fuchstaler to take charge of the rounds, though he had to admit that he would rather have stayed on than drive out to the Galitzinberg. And yet it had to be done. He did not just owe it to himself to pursue the matter further; and there were many things still to be attended to today. And so, just in case, he decided to entrust Dr Fuchstaler with the evening rounds as well. The young girl with suspected acute bronchitis over in the last bed smiled at him. She was the one who during a recent examination had taken the opportunity to press her breast so intimately against his cheek. Fridolin returned her gaze ungraciously and turned away with a frown. They’re all the same, he thought bitterly, and Albertine no different from the rest – in fact she’s the worst of them all. We’ll have to part. Things can never be the same again between us.",de-en,de-en-hum_gpt3-HeaskedD-HeaskedD-ErbatHer,human,text1,text1,PAR3-annotated
"»Was Kuckuck, sind Sie schon fertig?« sagte Behrens. »Lassen Sie mal sehen; wahrhaftig, es stimmt. Gott, wie man alt wird. Geändert hat sich mit Ihnen ja nicht gerade viel unterdessen. Was, gestern war es normal? Ja, bis auf die 6-Uhr-Nachmittagsmessung. Na, Castorp, dann will ich ja auch nicht so sein und will Sie der menschlichen Sozietät zurückerstatten. Stehen Sie auf und wandeln Sie, Mann! In den gegebenen Grenzen und Maßen natürlich. Wir machen nächstens Ihr Innenkonterfei. Vormerken!« sagte er im Hinausgehen zu Dr. Krokowski, indem er mit seinem riesigen Daumen über die Schulter auf Hans Castorp deutete und den bleichen Assistenten mit seinen blutigen, tränenden blauen Augen ansah … Hans Castorp verließ die »Remise«.","“What the—is your time up already?” Behrens said. “Let me think. I do declare, it’s true. Good God, how quickly we do get old. Not that your condition has changed all that much in the meantime. What? It was normal yesterday? Yes, except for the measurement at six in the evening. Well, Castorp, I don’t want to be like that, and so I’ll return you to human society. Arise, go thy way, my good man. Within the prescribed borders and limits, of course. We shall do a portrait of your interior here shortly. Make a note of that,” he said to Dr. Krokowski as they departed, pointing over his shoulder with a giant thumb at Hans Castorp and training his watery, bloodshot, blue eyes on his pallid assistant. And so Hans Castorp left the “stall.”",de-en,"de-en-hum_gpt3-“Whatthe—-“What,fin-»WasKucku",human,text1,text1,PAR3-annotated
"So ging es mit Wiedemann und Sonnenschein. Alle, die es sahen, bebten noch stundenlang. Es ist vergleichsweise eine Wohltat, im Gegensatz zu solcher Misere von einem wahren Ehrenhandel zu erzählen, der ebenfalls dieser Periode angehört, und der seinen Namen allerdings, der formalen Feierlichkeit wegen, mit der er gehandhabt wurde, bis zur Lächerlichkeit verdiente. Hans Castorp wohnte ihm in seinen einzelnen Phasen nicht bei, sondern belehrte sich über den verwickelten und dramatischen Hergang nur an der Hand von Dokumenten, Erklärungen und Protokollen, die, diese Sache betreffend, im Hause Berghof und außerhalb seiner, nämlich nicht nur am Ort, im Kanton, im Lande, sondern auch im Auslande und in Amerika abschriftlich vertrieben und auch solchen zum Studium zugestellt wurden, von denen ohne weiteres sicher sein mußte, daß sie der Angelegenheit auch nicht einen Deut von Teilnahme widmen konnten und wollten.","That was the Wiedemann-Sonnenschein affair. Everyone who witnessed it was still quivering hours later. In contrast to such misery, it is a comparative pleasure to tell about a genuine “affair of honor” that belongs to this same period and that definitely deserves the name, absurdly so, given the solemn formality with which it was carried out. Hans Castorp was not present at its various phases, but only learned about the complicated and dramatic course of events from documents, affidavits, and official minutes devoted to the affair, copies of which were circulated not only in the Berghof, not only in Davos, in the canton of Graubünden, in Switzerland, but also abroad, were sent as far as America, and were made available for study to persons who, one can be sure, would not and could not pay one whit of attention to the matter.",de-en,de-en-hum_gpt3-Thatwast-Soitwent-Soginges,human,text1,text1,PAR3-annotated
"Aus Neugierde eilte K. noch zur Tür, er wollte sehen, wohin die Frau getragen wurde, der Student würde sie doch nicht etwa über die Straßen auf dem Arm tragen. Es zeigte sich, daß der Weg viel kürzer war. Gleich gegenüber der Wohnung führte eine schmale hölzerne Treppe wahrscheinlich zum Dachboden, sie machte eine Wendung, so daß man ihr Ende nicht sah. Über diese Treppe trug der Student die Frau hinauf, schon sehr langsam und stöhnend, denn er war durch das bisherige Laufen geschwächt. Die Frau grüßte mit der Hand zu K. hinunter und suchte durch Auf- und Abziehen der Schultern zu zeigen, daß sie an der Entführung unschuldig sei, viel Bedauern lag aber in dieser Bewegung nicht. K. sah sie ausdruckslos wie eine Fremde an, er wollte weder verraten, daß er enttäuscht war, noch auch, daß er die Enttäuschung leicht überwinden könne.","Out of curiosity, K. hurried to the door, he wanted to see where the woman was being taken, the student wouldn’t be carrying her across the street in his arms, would he? It turned out that the way was much shorter. Directly opposite the apartment, a narrow wooden staircase led up to the attic, it turned a corner so that you couldn’t see the top. The student carried the woman up these stairs, very slowly and groaning, because he was weakened by all the running he had done. The woman waved to K. from below and tried to show by shrugging her shoulders that she was innocent of the abduction, but there wasn’t much regret in this gesture. K. looked at her expressionlessly, like a stranger, he didn’t want to betray either that he was disappointed or that he could easily get over it.",de-en,de-en-hum_gpt3-Outofcur-Outofcur-AusNeugie,gpt3,text2,text1,PAR3-annotated
"In Verlegenheit oder Ungeduld rückte der Untersuchungsrichter auf seinem Sessel hin und her. Der Mann hinter ihm, mit dem er sich schon früher unterhalten hatte, beugte sich wieder zu ihm, sei es, um ihm im allgemeinen Mut zuzusprechen oder um ihm einen besonderen Rat zu geben. Unten unterhielten sich die Leute leise, aber lebhaft. Die zwei Parteien, die früher so entgegengesetzte Meinungen gehabt zu haben schienen, vermischten sich, einzelne Leute zeigten mit dem Finger auf K., andere auf den Untersuchungsrichter. Der neblige Dunst im Zimmer war äußerst lästig, er verhinderte sogar eine genauere Beobachtung der Fernerstehenden. Besonders für die Galeriebesucher mußte er störend sein, sie waren gezwungen, allerdings unter scheuen Seitenblicken nach dem Untersuchungsrichter, leise Fragen an die Versammlungsteilnehmer zu stellen, um sich näher zu unterrichten. Die Antworten wurden im Schutz der vorgehaltenen Hände ebenso leise gegeben.","The examining magistrate shifted in his chair, either out of embarrassment or impatience. The man behind him, with whom he had already been talking, leaned over again, either to give him general encouragement or to give him some special advice. Down below, the people were talking quietly but animatedly. The two parties, who had seemed to have such opposite opinions, were now mixing together, and some people were pointing at K., while others were pointing at the examining magistrate. The foggy mist in the room was extremely annoying, and it even prevented a closer observation of those who were standing farther away. It must have been particularly annoying for the gallery visitors, who were forced to ask quiet questions of the people around them in order to get more information, but doing so with furtive sidelong glances at the examining magistrate. The answers were given just as quietly, protected by hands held in front of them.",de-en,de-en-hum_gpt3-Theexamin-Theexamin-InVerlege,gpt3,text2,text1,PAR3-annotated
"Bequem und nicht ohne Würde trug er auf seinen Schultern die hohe Zivilisation, welche die herrschende Oberschicht der handeltreibenden Stadtdemokratie ihren Kindern vererbt. Er {52}war so gut gebadet wie ein Baby und ließ sich von jenem Schneider kleiden, der das Vertrauen der jungen Leute seiner Sphäre besaß. Der kleine, sorgfältig gezeichnete Wäscheschatz, den die englischen Züge seines Schrankes bargen, ward von Schalleen aufs beste betreut; noch als Hans Castorp auswärts studierte, schickte er ihn regelmäßig zur Reinigung und Ausbesserung nach Hause (denn seine Maxime war, daß man außer in Hamburg im Reiche nicht zu bügeln verstehe), und eine aufgerauhte Stelle an der Manschette eines seiner hübschen farbigen Hemden hätte ihn mit heftigem Unbehagen erfüllt. Seine Hände, obgleich nicht sonderlich aristokratisch in der Form, waren gepflegt und frisch von Haut, mit einem Kettenring aus Platin und dem großväterlichen Erbsiegelring geschmückt, und seine Zähne, die etwas weich waren und mehrfach Schaden gelitten hatten, mit Gold ergänzt.","Comfortably, not without dignity, he carried the weight of culture with which the governing upper class of the commercial city endowed its children. He was as clean as a well-cared-for baby, and dressed by the tailor in whom the young men of his social sphere felt most confidence. Schalleen took beautiful care of his small stock of carefully marked linen, which was bestowed in a dressing-chest on the English plan. When he studied away from home, he regularly sent back his laundry to be washed and mended, for it was a saying of his that outside Hamburg nobody in the kingdom knew how to iron. A rough spot on the cuff of his dainty coloured shirts filled him with acute discomfort. His hands, though not particularly aristocratic in shape, were well tended and fresh-skinned, and he wore a platinum chain ring as well as the seal ring inherited from Grandfather. His teeth were rather soft and defective and he had a number of gold fillings.",de-en,de-en-hum_gpt3-Comfortabl-Hecarried-Bequemund,human,text1,text1,PAR3-annotated
"Eins aber bereitete ihm Genugtuung, wenn er lag und auf sein Herz, sein körperliches Herz achtete, das rasch und vernehmlich in der Stille pochte, – der vorschriftsmäßigen Hausordnungsstille, die während der Haupt- und Schlafliegekur über dem ganzen »Berghof« waltete. Es pochte hartnäckig und vordringlich, sein Herz, wie es das fast beständig tat, seitdem er hier oben war; doch nahm Hans Castorp neuerdings weniger Anstoß daran als in den ersten Tagen. Man konnte jetzt nicht mehr sagen, daß es auf eigene Hand, grundlos und ohne Zusammenhang mit der Seele klopfte. Ein solcher Zusammenhang war vorhanden oder doch unschwer herzustellen; eine rechtfertigende Gemütsbewegung ließ sich der exaltierten Körpertätigkeit zwanglos unterlegen. Hans Castorp brauchte nur an Frau Chauchat zu denken – und er dachte an sie –, so besaß er zum Herzklopfen das zugehörige Gefühl.","One thing, however, gave him satisfaction when he lay there and listened to his heart, his physical heart, which beat rapidly and audibly in the prescribed silence—the silence that reigned over the whole Berghof during the main and sleeping cure. It beat persistently and insistently, his heart, as it had done almost constantly since he had come up here; but Hans Castorp took less offense at it now than in the first days. One could no longer say that it was beating on its own, for no reason, and without any connection with his soul. Such a connection was present, or at least not hard to establish; a justifying emotional state could be easily superimposed on the exalted activity of his body. Hans Castorp had only to think of Frau Chauchat—and he did think of her—and he had the appropriate feeling of his heart beating.",de-en,"de-en-hum_gpt3-Onething,-Hedidtak-Einsaber",gpt3,text2,text1,PAR3-annotated
"Man lachte, und da der Humanist auffahren wollte, erzählte Hans Castorp rasch von Schlägen, die er selbst einst empfangen: auf seinem Gymnasium war in den unteren Klassen diese Strafe teilweise noch getätigt worden, es waren Reetstöcke vorhanden gewesen, und wenn auch die Lehrer an ihn nicht Hand hatten legen mögen, gesellschaftlicher Rücksicht halber, so war er doch von einem stärkeren Mitschüler einmal geprügelt worden, einem großen Flegel, mit dem biegsamen Stock auf die Oberschenkel und die nur mit Strümpfen bekleideten Waden, und das hatte ganz schmählich weh getan, infam, unvergeßlich, geradezu mystisch, unter schändlich innigem Stoßschluchzen waren ihm die Tränen nur so hervorgestürzt vor Wut und ehrlosem Wehsal – Herr Wehsal mochte freundlichst das Wort entschuldigen –, und Hans Castorp hatte denn auch gelesen, daß in Zuchthäusern bei Empfang der Prügelstrafe die stärksten Raubmörder wie kleine Kinder flennten.","Everybody laughed; but while the humanist was bringing up his guns, Hans Castorp hastily began to talk about a beating he had once received, when he was in one of the lower forms in the gymnasium, where this form of punishment still survived to some extent, and there were always switches on hand. His, Hans Castorp’s social position had been too good for the masters to venture to lay hands on him; but he had once been whipped by a stronger pupil, a big lout of a fellow who had laid on with the flexible switch across Hans Castorp’s thin-stockinged calves. It had hurt so confoundedly— so “mystically”—that he had fairly sobbed for rage, and the tears had ignominiously flowed down. And he recalled having read that in the penitentiaries, when men are flogged, the most hardened reprobates will blubber like little children.",de-en,de-en-hum_gpt3-Everybody-Peoplelau-Manlachte,human,text1,text1,PAR3-annotated
"Das war erschütternd in jedem Sinn; Hans Castorp war begeistert von der Begegnung, und zugleich spürte er etwas wie aufsteigende Angst, eine Beklemmung derselben Art, wie das Eingesperrtsein mit dem günstigen Ungefähr auf engem Raum ihm verursachte: auch dies, daß der längst vergessene Pribislav ihm hier oben als Frau Chauchat wieder begegnete und ihn mit Kirgisenaugen ansah, war wie ein Eingesperrtsein mit Unumgänglichem oder Unentrinnbarem, – in beglückendem und ängstlichem Sinn Unentrinnbarem. Es war hoffnungsreich und zugleich auch unheimlich, ja bedrohlich, und ein Gefühl der Hilfsbedürftigkeit kam den jungen Hans Castorp an, – in seinem Inneren vollzogen sich unbestimmte und instinktmäßige Bewegungen, die man als ein Sichumsehen, als ein Tasten und Suchen nach Hilfe, nach Rat und Stütze hätte ansprechen mögen; er dachte nacheinander an verschiedene Personen, an die zu denken etwa zuträglich sein mochte.","It was a shattering experience in every sense. Hans Castorp was thrilled by the encounter, and at the same time he felt something like rising fear, a constriction of the same sort that being shut up in a small space with the favourable accident caused him. It was like being shut up with the inevitable or inescapable—in a sense, inescapable in a happy and fearful sense. It was both hopeful and uncanny, and the young Hans Castorp felt a need for help—inwardly, he underwent vague and instinctive movements that might be described as a looking around, a groping and searching for help, for advice and support. He thought of various people who it might be helpful to think of.",de-en,de-en-hum_gpt3-Itwasas-Itwasthr-Daswarer,gpt3,text2,text1,PAR3-annotated
"»Ich darf ja nicht«, antwortete Joachim. »Wir müssen liegen, immer liegen … Settembrini sagt immer, wir lebten horizontal, – wir seien Horizontale, sagt er, das ist so ein fauler Witz von ihm. – Es sind Gesunde, die da spielen, oder sie tun es verbotenerweise. Übrigens spielen sie ja nicht sehr ernsthaft, – mehr des Kostüms wegen … Und was das Verbotensein betrifft, da gibt es noch mehr Verbotenes, was hier gespielt wird, Poker, verstehst du, und in dem und jenem Hotel auch petits chevaux, – bei uns steht Ausweisung darauf, es soll das allerschädlichste sein. Aber manche laufen noch nach der Abendkontrolle hinunter und pointieren. Der Prinz, von dem Behrens seinen Titel hat, soll es auch immer getan haben.«","""I'm not allowed to,"" replied Joachim. ""We have to lie here, always lie here. Settembrini says we live horizontally, that we're horizontal people, that's one of his jokes. They're all healthy people who are playing, or they do it on the sly. Besides, they don't play very seriously, it's more for the sake of the costumes. And as for the sneaking, there are other things that are done here that are forbidden, poker, for instance, and petits chevaux in some of the hotels. We're forbidden to do that, and it's supposed to be the most harmful thing of all. But some of them go down after the evening roll-call and play. The Prince, from whom Behrens got his title, is said to have done it, too.""",de-en,"de-en-hum_gpt3-""I'mnota-“I’mnota-»Ichdarf",gpt3,text2,text1,PAR3-annotated
